input,gold_hard,llm_soft,llm_hard
the hitachi collet simply was not ground accurately .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.214287, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
look at the size of it ! .,positive,"[{'positive': -0.21204197, 'negative': -1.655119, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"overall , i feel that it 's a decent buy , and am happy that i own it .",positive,"[{'positive': 0.0, 'negative': -18.213247, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing order .",positive,"[{'positive': -1.8601542e-06, 'negative': -13.151544, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it 's not my first choice in cameras ,",negative,"[{'negative': -4.277735e-07, 'positive': -14.607047, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"2 . despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax .",negative,"[{'negative': -0.00012930272, 'positive': -8.953315, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
my son tried it and he too couldn 't change the speed without an assist .,negative,"[{'negative': -1.1430258e-06, 'positive': -13.600928, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the actual experience of using the ipod is magnificent .,positive,"[{'positive': 0.0, 'negative': -18.166311, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i occasionally flip songs while working out as i accidently hit the pad even lightly ( yes i have it in maximum desensitized mode ) .,negative,"[{'positive': -2.558363e-05, 'negative': -10.57358, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the number buttons are crammed into a 3x4cm area , the fonts are small , the interface is too convoluted and frustrating , it 's not that customizable as well .",negative,"[{'negative': -6.827632e-08, 'positive': -16.205933, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i just bought one and returned it as defective for good reason .,negative,"[{'negative': -1.7400124e-06, 'positive': -13.254366, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i love how small the thing is , and the blue glow - i 've had it for two weeks with no electronic problems at all .",positive,"[{'positive': 0.0, 'negative': -17.631628, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the battery is removable .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.337288, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
-- > too difficult to change genre / album / track information for large number of tracks .,negative,"[{'negative': -1.8601542e-06, 'positive': -13.189515, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
canon 's optics are better and i believe their processing algorithms are also better .,positive,"[{'positive': 0.0, 'negative': -17.622322, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it also costs a lot less than the ipod .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.45539, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"even at the "" normal "" setting , a 8x10 print ! . shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" .",positive,"[{'positive': -6.827632e-08, 'negative': -16.13807, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i like to take pictures when i go out at night and perhaps some people would complain that noise levels are high at higher iso 's but i don 't really care that much , i think it gives the pictures a certain real-life quality .",positive,"[{'positive': 0.0, 'negative': -17.477926, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"customer service : awful . listen to this one , remember the battery statement i made earlier .",negative,"[{'negative': -3.076318e-07, 'positive': -15.02166, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
door broke after a month .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.423568, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the creative mediasource software that comes with the zen micro is cluttered , and excludes my favorite feature in itunes , the ability to automatically copy everything you import into a certain folder .",negative,"[{'negative': -6.827632e-08, 'positive': -15.902519, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this is a great product ! .,positive,"[{'positive': 0.0, 'negative': -17.033432, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i like the nomad 's color better , but it 's not terribly flashy .",positive,"[{'positive': -3.076318e-07, 'negative': -14.992004, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
they obviously have quality and reliability problems .,negative,"[{'negative': -6.827632e-08, 'positive': -15.966377, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
hitachi 's m12v is a big beast of a router .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.028253, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"on the plus side it 's packed with features , including bluetooth that works fine - it 's really a tiny computer that is also a phone . . . and that 's the negative .",negative,"[{'positive': -6.827632e-08, 'negative': -16.161316, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"we 've purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked .",negative,"[{'negative': -6.827632e-08, 'positive': -15.702637, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
very sleek & stylish as well as the screen options and visuals it has .,positive,"[{'positive': 0.0, 'negative': -18.02581, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"one bad thing though , i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.26712, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? .,negative,"[{'negative': -0.0013818298, 'positive': -6.5850306, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it has an equalizer , but the iriver h10-20gb has a lot more presets than the ipod .",negative,"[{'positive': -6.827632e-08, 'negative': -15.993454, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
will never purchase apex again .,negative,"[{'negative': -6.827632e-08, 'positive': -15.851463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it gives great pictures , the controls are easy to use , the battery lasts forever on one single charge , the software is very user-friendly and it is beautiful in it chrome casing .",positive,"[{'positive': 0.0, 'negative': -18.65664, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this player is an ideal purchase .,positive,"[{'positive': 0.0, 'negative': -17.375053, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation wheel .",negative,"[{'negative': -5.3162735e-06, 'positive': -12.125769, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
broadband hooked up to this wireless setup flies .,positive,"[{'positive': -6.827632e-08, 'negative': -16.554565, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"despite this minor disappointment , i highly recommend the canon g3 anyone who is serious about digital photography .",positive,"[{'positive': 0.0, 'negative': -17.68824, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this is somewhat annoying , but from working with computers ( especially windows -- ugh . . . )",negative,"[{'negative': -7.8540467e-07, 'positive': -13.933823, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"this player has worked flawlessly for me and at this price , you can 't go wrong .",positive,"[{'positive': 0.0, 'negative': -17.613836, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"playlists can be made on the fly , without aid of a computer , and you can use play modes like shuffle and repeat for your ' now playing ' selections or playlists .",positive,"[{'positive': 0.0, 'negative': -17.134308, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"other than that , i love this camera .",positive,"[{'positive': 0.0, 'negative': -17.545912, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i recently purchased the canon powershot g3 and am extremely satisfied with the purchase .,positive,"[{'positive': 0.0, 'negative': -17.523613, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i purchased a jukebox , it got fried while being recharged , they asked for $ 20usd just to look at it and said that they would charge me for reaping the damned thing .",negative,"[{'negative': -6.827632e-08, 'positive': -15.925361, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the plug er gets stuck & you have to manually extract the mess .,negative,"[{'negative': -6.827632e-08, 'positive': -15.651633, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the macro works great for medical photographs and the auto mode is terrific for point and shoot .,positive,"[{'positive': 0.0, 'negative': -18.124496, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this product sucks , the customer service from apex sucks .",negative,"[{'negative': -6.827632e-08, 'positive': -16.573776, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the software that comes with the digital elph is very nice and intuitive .,positive,"[{'positive': 0.0, 'negative': -18.285294, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"original review december 2004 i 'm sorry to read about other people having problems with their zen micro , but mine has worked great ! .",positive,"[{'positive': -6.827632e-08, 'negative': -16.257278, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"- great sound ! . i was very impressed , i encode at 192 kbps and the audio quality is great , especially with the better headphones .",positive,"[{'positive': -6.827632e-08, 'negative': -15.987251, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
for the price and features it is really good .,positive,"[{'positive': 0.0, 'negative': -17.99397, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i 've got a buddy who 's trying to offload his almost new $300 systematic because he saw what this router can do .,positive,"[{'positive': -3.076318e-07, 'negative': -14.777985, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the manual mode is feature rich and i can 't wait to get the hang of it .,positive,"[{'positive': 0.0, 'negative': -18.058279, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
don 't worry this player rocks .,positive,"[{'positive': 0.0, 'negative': -16.678894, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
3 band and you can just change the sim card in it to be able to use it in europe with another service provider .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.423149, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this camera is perfect for the person who wants a compact camera that produces excellent photos in just about any situation .,positive,"[{'positive': 0.0, 'negative': -18.012863, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
negatives of the player itself : you need to do a little work before having full enjoyment of this player .,negative,"[{'negative': -6.6619094e-07, 'positive': -14.195556, ' Negative': -87.15765, '!': -87.33654, '""': -87.33654}]",negative
"kind of bulky and the wheel is awkward , but i can deal with that .",negative,"[{'positive': -1.9860674e-05, 'negative': -10.82433, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this is by far the nicest one , in so many ways .",positive,"[{'positive': 0.0, 'negative': -18.179588, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"you can manage your profile , change the contrast of backlight , make different type of display , either list or tabbed .",positive,"[{'positive': 0.0, 'negative': -17.796127, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
